Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-17 00:00:00-04:00,72.21391577807985,72.67415304081412,71.32872160963335,72.19403076171875,30610000,0.0,0.0
2020-06-18 00:00:00-04:00,72.06033661951213,72.2154048668083,70.88687034219107,71.27852630615234,34862000,0.0,0.0
2020-06-19 00:00:00-04:00,71.57076945470374,71.79442659246736,70.527026033258,70.8073501586914,52784000,0.0,0.0
2020-06-22 00:00:00-04:00,70.82573803307672,72.11500295286778,70.53647248854337,72.1005859375,29442000,0.0,0.0
2020-06-23 00:00:00-04:00,72.16718338256317,73.3202715198547,71.81927147352204,72.76261138916016,37752000,0.0,0.0
2020-06-24 00:00:00-04:00,72.7278309061588,73.34959789417282,71.07374946255558,71.20794677734375,31592000,0.0,0.0
2020-06-25 00:00:00-04:00,71.13437664568062,71.68606824301433,70.55385860307278,71.62543487548828,23958000,0.0,0.0
2020-06-26 00:00:00-04:00,71.20445673894217,71.422645846442,67.3460967259015,67.7208480834961,97640000,0.0,0.0
2020-06-29 00:00:00-04:00,67.61151074401356,69.48328833849449,67.17959940454342,69.44203186035156,45074000,0.0,0.0
2020-06-30 00:00:00-04:00,69.42762824693195,70.77553968889468,68.93308892548377,70.47981262207031,40286000,0.0,0.0
2020-07-01 00:00:00-04:00,70.5354914345017,71.99225487599541,70.28747473975471,71.67018127441406,42182000,0.0,0.0
2020-07-02 00:00:00-04:00,72.15923143671392,73.98229732275773,72.12095544091191,73.05833435058594,57218000,0.0,0.0
2020-07-06 00:00:00-04:00,73.96391525367935,75.04990101856858,73.4087426096603,74.53548431396484,44712000,0.0,0.0
2020-07-07 00:00:00-04:00,74.36053753033133,75.61252751121613,74.04095151225285,74.05188751220703,42364000,0.0,0.0
2020-07-08 00:00:00-04:00,74.59263913094078,75.10804929253142,74.17016979615217,74.73180389404297,31766000,0.0,0.0
2020-07-09 00:00:00-04:00,75.04641785636663,76.0011943442537,74.33369705904624,75.48031616210938,41836000,0.0,0.0
2020-07-10 00:00:00-04:00,75.2114366608363,76.60756658881824,74.58867615018578,76.49176025390625,35918000,0.0,0.0
2020-07-13 00:00:00-04:00,77.03500131604395,78.3481252917943,74.87893313840226,75.1607437133789,42954000,0.0,0.0
2020-07-14 00:00:00-04:00,74.1945319489751,75.6860824898082,73.8535744753271,75.58966064453125,38108000,0.0,0.0
