Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-17 00:00:00-04:00,186.855422406783,188.09136094484612,185.571591286918,186.09854125976562,25687800,0.0,0.0
2020-06-18 00:00:00-04:00,185.8686191262758,188.25425769653995,185.8686191262758,188.0913848876953,23061600,0.0,0.0
2020-06-19 00:00:00-04:00,190.26621473390784,190.9368717263211,186.22309235492597,186.97039794921875,44441100,0.0,0.0
2020-06-22 00:00:00-04:00,187.58357584297067,192.3452625118136,187.04705023846324,192.16323852539062,32818900,0.0,0.0
2020-06-23 00:00:00-04:00,193.6195309241335,195.4015708678264,192.98719086880405,193.44708251953125,30917400,0.0,0.0
2020-06-24 00:00:00-04:00,193.1500333434356,194.73086849459517,188.3212744692766,189.54762268066406,36740600,0.0,0.0
2020-06-25 00:00:00-04:00,189.50932496716712,192.2015430271898,187.27698387837606,191.94285583496094,27803900,0.0,0.0
2020-06-26 00:00:00-04:00,191.35842189643887,191.5117190923226,186.7117157726121,188.10093688964844,54675800,0.0,0.0
2020-06-29 00:00:00-04:00,187.57400155895849,190.2087370145891,185.4374747192305,190.1225128173828,26701600,0.0,0.0
2020-06-30 00:00:00-04:00,189.58598372582725,195.83269132910735,189.45185232622862,194.97999572753906,34310300,0.0,0.0
2020-07-01 00:00:00-04:00,194.6255211499115,197.70098256301688,193.31294846872325,196.12013244628906,32061200,0.0,0.0
2020-07-02 00:00:00-04:00,197.0590698637365,199.3010016273132,196.40757857155802,197.61476135253906,29315800,0.0,0.0
2020-07-06 00:00:00-04:00,200.0770216548245,202.28062150330317,199.3680330335427,201.86863708496094,31897600,0.0,0.0
2020-07-07 00:00:00-04:00,201.6291326622737,205.6722554862354,199.2722500267943,199.52134704589844,33600700,0.0,0.0
2020-07-08 00:00:00-04:00,201.26503670278862,204.3213172997611,199.9428739774805,203.9093475341797,33600000,0.0,0.0
2020-07-09 00:00:00-04:00,207.26267626922558,207.31058347692323,202.6063792940229,205.33692932128906,33121700,0.0,0.0
2020-07-10 00:00:00-04:00,204.66626515382762,205.1069910138822,202.23273387739715,204.71417236328125,26177600,0.0,0.0
2020-07-13 00:00:00-04:00,205.49021185970298,206.75489197026513,197.84469225248222,198.39080810546875,38135600,0.0,0.0
2020-07-14 00:00:00-04:00,197.49020560640852,200.09619982171807,193.56204847648868,199.61715698242188,37591800,0.0,0.0
2020-07-15 00:00:00-04:00,200.77642365546433,202.47223932553388,196.43629689144993,199.32012939453125,32179400,0.0,0.0
2020-07-16 00:00:00-04:00,196.79078061823034,197.07820922824786,193.8302995592707,195.37281799316406,29940700,0.0,0.0
2020-07-17 00:00:00-04:00,195.8997563460039,196.44585751522288,192.94885105600204,194.37640380859375,31635300,0.0,0.0
2020-07-20 00:00:00-04:00,196.40758503133026,203.40161415385268,194.500989064933,202.73095703125,36884800,0.0,0.0
2020-07-21 00:00:00-04:00,204.7045699499503,204.97283274467122,199.3105434190192,200.0003662109375,37990400,0.0,0.0
2020-07-22 00:00:00-04:00,200.43151248900887,203.40158381365865,199.65546546152484,202.8746337890625,49605700,0.0,0.0
2020-07-23 00:00:00-04:00,198.50578178831807,202.07943741473576,193.67702159409754,194.05067443847656,67457000,0.0,0.0
2020-07-24 00:00:00-04:00,192.01950515561995,194.35723624861387,189.23147268229232,192.8626251220703,39827000,0.0,0.0
2020-07-27 00:00:00-04:00,193.0255373679359,195.42075174474633,192.44110447522505,195.3057861328125,30160900,0.0,0.0
2020-07-28 00:00:00-04:00,195.07582771240598,196.12013760474971,193.2842121522174,193.55247497558594,23251400,0.0,0.0
2020-07-29 00:00:00-04:00,194.0123618550907,196.07224034314484,193.5428945807661,195.50697326660156,19632600,0.0,0.0
2020-07-30 00:00:00-04:00,192.5751954494533,195.89017788318162,191.20514013089678,195.3536376953125,25079600,0.0,0.0
2020-07-31 00:00:00-04:00,195.83268148482023,196.50335306832557,190.66860093102648,196.4171142578125,51044000,0.0,0.0
2020-08-03 00:00:00-04:00,202.65427268373514,208.51775194929,201.61953846877378,207.46385192871094,78983000,0.0,0.0
2020-08-04 00:00:00-04:00,205.19318712810264,205.76804432439195,201.4949762006801,204.35006713867188,49280100,0.0,0.0
2020-08-05 00:00:00-04:00,205.89262568501786,205.98844010950444,202.70221294266162,204.01478576660156,28806400,0.0,0.0
2020-08-06 00:00:00-04:00,203.43988216366904,207.3009657603517,202.68300101168293,207.2818145751953,32656800,0.0,0.0
2020-08-07 00:00:00-04:00,205.84469315633157,206.65905712955916,202.08898480968202,203.5740203857422,27820400,0.0,0.0
2020-08-10 00:00:00-04:00,202.79799838593433,202.99920281541554,197.70099006339882,199.52134704589844,36716500,0.0,0.0
2020-08-11 00:00:00-04:00,198.47701588010221,198.9464684665569,194.62550768489723,194.85545349121094,36446500,0.0,0.0
2020-08-12 00:00:00-04:00,196.6853633438916,201.46621519059136,196.16800361297544,200.42190551757812,28013100,0.0,0.0
2020-08-13 00:00:00-04:00,200.66147281697482,202.4914200259943,199.4255340681538,199.95248413085938,22588900,0.0,0.0
2020-08-14 00:00:00-04:00,200.00994208877663,200.80515488112698,198.81233510377172,200.14407348632812,17958900,0.0,0.0
2020-08-17 00:00:00-04:00,200.8147563394942,202.3381090011182,200.16325050116794,201.46624755859375,20184800,0.0,0.0
2020-08-18 00:00:00-04:00,201.70576542532348,203.45906387306434,200.44110000254938,202.6255340576172,21336200,0.0,0.0
2020-08-19 00:00:00-04:00,203.1153521518743,203.70119775008826,200.96404715991875,201.39622497558594,27627600,0.51,0.0
2020-08-20 00:00:00-04:00,201.2425897206528,206.4863900747473,200.6375465427498,206.08302307128906,26981500,0.0,0.0
2020-08-21 00:00:00-04:00,205.39148111919297,207.68684029394694,204.42148080548662,204.58474731445312,36249300,0.0,0.0
2020-08-24 00:00:00-04:00,206.28465870337072,206.9857624413079,204.01811028089563,205.2282257080078,25460100,0.0,0.0
2020-08-25 00:00:00-04:00,204.66161371398127,208.03261849728148,204.66161371398127,207.89816284179688,23043700,0.0,0.0
2020-08-26 00:00:00-04:00,209.25230434048552,213.29558685143772,208.75289140749118,212.39280700683594,39600800,0.0,0.0
2020-08-27 00:00:00-04:00,214.0638889604695,221.99680004561142,210.71208246217046,217.60777282714844,57602200,0.0,0.0
2020-08-28 00:00:00-04:00,219.14443155423294,221.5070259544178,217.60779777645126,219.8455352783203,26292900,0.0,0.0
2020-08-31 00:00:00-04:00,218.0111720750018,219.64385193055338,215.42768932110053,216.59938049316406,28774200,0.0,0.0
2020-09-01 00:00:00-04:00,216.58014594729897,218.443327279092,215.54291052585035,218.2704620361328,25725500,0.0,0.0
2020-09-02 00:00:00-04:00,218.94276449796857,223.63912796259172,218.34732016667317,222.47703552246094,34080800,0.0,0.0
2020-09-03 00:00:00-04:00,220.19129093318827,220.22970055127237,206.44794563306343,208.69528198242188,58400300,0.0,0.0
